testdate,county,newpositives,cumulativepositives,newtests,cumulativetests
2020-05-02,Richmond County,101,12195,729,35982
2020-05-02,Rockland County,80,12025,598,32793
2020-05-02,Saratoga County,2,363,203,5586
2020-05-02,Schenectady County,6,527,146,4709
2020-05-02,Schoharie County,2,45,20,669
2020-05-02,Schuyler County,0,7,2,427
2020-05-02,Seneca County,3,45,51,574
2020-05-02,St. Lawrence County,1,177,125,2238
2020-05-02,Steuben County,1,218,41,2182
2020-05-02,Suffolk County,377,34855,2521,98749
2020-05-02,Sullivan County,20,951,105,4098
2020-05-02,Tioga County,0,90,25,948
2020-05-02,Tompkins County,1,129,27,3717
2020-05-02,Ulster County,14,1341,256,9036
2020-05-02,Warren County,3,188,43,1576
2020-05-02,Washington County,2,186,63,1219
2020-05-02,Wayne County,2,75,86,1424
2020-05-02,Westchester County,258,29884,1809,98610
2020-05-02,Wyoming County,0,69,15,631
2020-05-02,Yates County,1,19,23,310
2020-05-01,Albany County,34,1238,434,11122
2020-05-01,Allegany County,0,35,11,574
2020-05-01,Bronx County,665,38450,3694,96749
2020-05-01,Broome County,6,305,114,2585
2020-05-01,Cattaraugus County,1,50,80,1067
2020-05-01,Cayuga County,0,51,17,1002
2020-05-01,Chautauqua County,0,35,53,1260
2020-05-01,Chemung County,1,124,36,1653
2020-05-01,Chenango County,0,99,35,845
2020-05-01,Clinton County,1,62,35,831
2020-05-01,Columbia County,3,205,37,1415
2020-05-01,Cortland County,0,28,30,1173
2020-05-01,Delaware County,0,61,29,782
2020-05-01,Dutchess County,47,3049,473,15558
2020-05-01,Erie County,117,3598,1058,18067
2020-05-01,Essex County,0,28,31,421
2020-05-01,Franklin County,0,15,9,399
2020-05-01,Fulton County,4,79,34,862
2020-05-01,Genesee County,1,155,55,1090
2020-05-01,Greene County,3,142,36,1207
2020-05-01,Hamilton County,0,3,3,43
2020-05-01,Herkimer County,1,61,15,835
2020-05-01,Jefferson County,1,62,48,1603
2020-05-01,Kings County,756,46275,4717,120134
2020-05-01,Lewis County,0,9,12,330
2020-05-01,Livingston County,3,76,44,1112
2020-05-01,Madison County,10,149,54,1320
2020-05-01,Monroe County,56,1534,520,15114
2020-05-01,Montgomery County,0,54,27,754
2020-05-01,Nassau County,358,36519,2384,99692
2020-05-01,New York County,321,22496,2606,71413
2020-05-01,Niagara County,17,457,269,3052
2020-05-01,Oneida County,23,474,185,3760
2020-05-01,Onondaga County,43,903,433,11434
2020-05-01,Ontario County,1,92,62,1764
2020-05-01,Orange County,159,8910,839,28848
2020-05-01,Orleans County,1,93,29,680
2020-05-01,Oswego County,2,66,30,1658
2020-05-01,Otsego County,0,67,88,1374
2020-05-01,Putnam County,13,1003,115,4429
2020-05-01,Queens County,765,53039,4517,128895
2020-05-01,Rensselaer County,13,311,112,3521
2020-05-01,Richmond County,157,12094,918,35253
2020-05-01,Rockland County,133,11945,779,32195
2020-05-01,Saratoga County,3,361,173,5383
2020-05-01,Schenectady County,7,521,194,4563
2020-05-01,Schoharie County,0,43,16,649
2020-05-01,Schuyler County,0,7,7,425
2020-05-01,Seneca County,1,42,26,523
2020-05-01,St. Lawrence County,0,176,130,2113
2020-05-01,Steuben County,1,217,62,2141
2020-05-01,Suffolk County,441,34478,2660,96228
2020-05-01,Sullivan County,51,931,128,3993
2020-05-01,Tioga County,0,90,20,923
2020-05-01,Tompkins County,0,128,118,3690
2020-05-01,Ulster County,29,1327,362,8780
2020-05-01,Warren County,3,185,66,1533
2020-05-01,Washington County,14,184,63,1156
2020-05-01,Wayne County,2,73,43,1338
2020-05-01,Westchester County,394,29626,2359,96801
2020-05-01,Wyoming County,1,69,32,616
2020-05-01,Yates County,0,18,13,287
2020-04-30,Albany County,39,1204,378,10688
2020-04-30,Allegany County,0,35,20,563
2020-04-30,Bronx County,541,37785,2824,93055
2020-04-30,Broome County,15,299,110,2471
2020-04-30,Cattaraugus County,2,49,78,987
2020-04-30,Cayuga County,3,51,28,985
2020-04-30,Chautauqua County,2,35,47,1207
2020-04-30,Chemung County,1,123,54,1617
2020-04-30,Chenango County,1,99,21,810
2020-04-30,Clinton County,2,61,48,796
2020-04-30,Columbia County,32,202,76,1378
2020-04-30,Cortland County,0,28,31,1143
2020-04-30,Delaware County,0,61,24,753
2020-04-30,Dutchess County,48,3002,443,15085
2020-04-30,Erie County,162,3481,905,17009
2020-04-30,Essex County,0,28,27,390
2020-04-30,Franklin County,0,15,16,390
2020-04-30,Fulton County,4,75,37,828
2020-04-30,Genesee County,1,154,29,1035
2020-04-30,Greene County,8,139,47,1171
2020-04-30,Hamilton County,0,3,2,40
2020-04-30,Herkimer County,2,60,28,820
2020-04-30,Jefferson County,0,61,37,1555
2020-04-30,Kings County,647,45519,3927,115417
2020-04-30,Lewis County,0,9,4,318
2020-04-30,Livingston County,4,73,43,1068
2020-04-30,Madison County,8,139,51,1266
2020-04-30,Monroe County,37,1478,579,14594
2020-04-30,Montgomery County,1,54,29,727
2020-04-30,Nassau County,307,36161,2108,97308
2020-04-30,New York County,255,22175,2205,68807
2020-04-30,Niagara County,20,440,239,2783
2020-04-30,Oneida County,12,451,149,3575
2020-04-30,Onondaga County,28,860,334,11001
2020-04-30,Ontario County,1,91,91,1702
2020-04-30,Orange County,101,8751,787,28009
2020-04-30,Orleans County,3,92,23,651
2020-04-30,Oswego County,1,64,36,1628
2020-04-30,Otsego County,0,67,40,1286
2020-04-30,Putnam County,20,990,144,4314
2020-04-30,Queens County,643,52274,3689,124378
2020-04-30,Rensselaer County,11,298,101,3409
2020-04-30,Richmond County,126,11937,849,34335
2020-04-30,Rockland County,104,11812,823,31416
2020-04-30,Saratoga County,4,358,171,5210
2020-04-30,Schenectady County,13,514,195,4369
2020-04-30,Schoharie County,1,43,24,633
2020-04-30,Schuyler County,0,7,6,418
2020-04-30,Seneca County,2,41,22,497
2020-04-30,St. Lawrence County,3,176,157,1983
2020-04-30,Steuben County,0,216,42,2079
2020-04-30,Suffolk County,373,34037,2207,93568
2020-04-30,Sullivan County,42,880,122,3865
2020-04-30,Tioga County,2,90,19,903
2020-04-30,Tompkins County,0,128,61,3572
2020-04-30,Ulster County,19,1298,336,8418
2020-04-30,Warren County,6,182,94,1467
2020-04-30,Washington County,22,170,88,1093
2020-04-30,Wayne County,0,71,56,1295
2020-04-30,Westchester County,262,29232,1613,94442
2020-04-30,Wyoming County,1,68,16,584
2020-04-30,Yates County,0,18,12,274
2020-04-29,Albany County,98,1165,439,10310
2020-04-29,Allegany County,0,35,18,543
2020-04-29,Bronx County,644,37244,2977,90231
2020-04-29,Broome County,11,284,114,2361
2020-04-29,Cattaraugus County,0,47,85,909
2020-04-29,Cayuga County,0,48,25,957
2020-04-29,Chautauqua County,2,33,39,1160
2020-04-29,Chemung County,3,122,84,1563
2020-04-29,Chenango County,2,98,25,789
2020-04-29,Clinton County,0,59,40,748
2020-04-29,Columbia County,5,170,61,1302
2020-04-29,Cortland County,0,28,26,1112
2020-04-29,Delaware County,1,61,24,729
2020-04-29,Dutchess County,73,2954,427,14642
2020-04-29,Erie County,123,3319,885,16104
2020-04-29,Essex County,1,28,22,363
2020-04-29,Franklin County,0,15,14,374
2020-04-29,Fulton County,4,71,27,791
2020-04-29,Genesee County,1,153,32,1006
2020-04-29,Greene County,17,131,59,1124
2020-04-29,Hamilton County,0,3,0,38
2020-04-29,Herkimer County,0,58,28,792
2020-04-29,Jefferson County,1,61,36,1518
2020-04-29,Kings County,636,44872,3944,111490
2020-04-29,Lewis County,0,9,14,314
2020-04-29,Livingston County,2,69,34,1025
2020-04-29,Madison County,5,131,12,1215
2020-04-29,Monroe County,37,1441,469,14015
2020-04-29,Montgomery County,2,53,14,698
2020-04-29,Nassau County,349,35854,2424,95200
2020-04-29,New York County,316,21920,2299,66602
2020-04-29,Niagara County,19,420,154,2544
2020-04-29,Oneida County,17,439,145,3426
2020-04-29,Onondaga County,50,832,343,10667
2020-04-29,Ontario County,0,90,78,1611
2020-04-29,Orange County,162,8650,880,27222
2020-04-29,Orleans County,4,89,35,628
2020-04-29,Oswego County,0,63,45,1592
2020-04-29,Otsego County,1,67,45,1246
2020-04-29,Putnam County,24,970,251,4170
2020-04-29,Queens County,890,51631,4201,120689
2020-04-29,Rensselaer County,25,287,142,3308
2020-04-29,Richmond County,151,11811,841,33486
2020-04-29,Rockland County,122,11708,691,30593
2020-04-29,Saratoga County,8,354,195,5039
2020-04-29,Schenectady County,22,501,246,4174
2020-04-29,Schoharie County,3,42,17,609
2020-04-29,Schuyler County,0,7,7,412
2020-04-29,Seneca County,1,39,24,475
2020-04-29,St. Lawrence County,3,173,277,1826
2020-04-29,Steuben County,2,216,63,2037
2020-04-29,Suffolk County,399,33664,2193,91361
2020-04-29,Sullivan County,27,838,102,3743
2020-04-29,Tioga County,4,88,69,884
2020-04-29,Tompkins County,1,128,19,3511
2020-04-29,Ulster County,27,1279,309,8082
2020-04-29,Warren County,24,176,105,1373
2020-04-29,Washington County,14,148,58,1005
2020-04-29,Wayne County,1,71,54,1239
2020-04-29,Westchester County,344,28970,1842,92829
2020-04-29,Wyoming County,2,67,17,568
2020-04-29,Yates County,1,18,10,262
2020-04-28,Albany County,58,1067,351,9871
2020-04-28,Allegany County,0,35,26,525
2020-04-28,Bronx County,606,36600,2938,87254
2020-04-28,Broome County,7,273,87,2247
2020-04-28,Cattaraugus County,2,47,76,824
2020-04-28,Cayuga County,0,48,34,932
2020-04-28,Chautauqua County,1,31,64,1121
2020-04-28,Chemung County,6,119,96,1479
2020-04-28,Chenango County,1,96,18,764
2020-04-28,Clinton County,0,59,23,708
2020-04-28,Columbia County,11,165,37,1241
2020-04-28,Cortland County,0,28,22,1086
2020-04-28,Delaware County,1,60,14,705
2020-04-28,Dutchess County,64,2881,566,14215
2020-04-28,Erie County,107,3196,716,15219
2020-04-28,Essex County,1,27,19,341
2020-04-28,Franklin County,1,15,17,360
2020-04-28,Fulton County,1,67,27,764
2020-04-28,Genesee County,3,152,26,974
2020-04-28,Greene County,2,114,24,1065
2020-04-28,Hamilton County,0,3,2,38
2020-04-28,Herkimer County,0,58,28,764
2020-04-28,Jefferson County,0,60,28,1482
2020-04-28,Kings County,649,44236,3873,107546
2020-04-28,Lewis County,0,9,4,300
2020-04-28,Livingston County,2,67,36,991
2020-04-28,Madison County,0,126,47,1203
2020-04-28,Monroe County,33,1404,530,13546
2020-04-28,Montgomery County,2,51,18,684
2020-04-28,Nassau County,420,35505,2509,92776
2020-04-28,New York County,292,21604,2260,64303
2020-04-28,Niagara County,15,401,130,2390
2020-04-28,Oneida County,11,422,124,3281
2020-04-28,Onondaga County,40,782,386,10324
2020-04-28,Ontario County,0,90,60,1533
2020-04-28,Orange County,114,8488,602,26342
2020-04-28,Orleans County,5,85,26,593
2020-04-28,Oswego County,0,63,39,1547
2020-04-28,Otsego County,1,66,34,1201
2020-04-28,Putnam County,14,946,150,3919
2020-04-28,Queens County,812,50741,4061,116488
2020-04-28,Rensselaer County,12,262,91,3166
2020-04-28,Richmond County,144,11660,935,32645
2020-04-28,Rockland County,133,11586,528,29902
2020-04-28,Saratoga County,3,346,125,4844
2020-04-28,Schenectady County,10,479,184,3928
2020-04-28,Schoharie County,1,39,21,592
2020-04-28,Schuyler County,0,7,15,405
2020-04-28,Seneca County,0,38,13,451
2020-04-28,St. Lawrence County,0,170,84,1549
2020-04-28,Steuben County,4,214,105,1974
2020-04-28,Suffolk County,541,33265,2669,89168
2020-04-28,Sullivan County,42,811,114,3641
2020-04-28,Tioga County,2,84,68,815
2020-04-28,Tompkins County,1,127,119,3492
2020-04-28,Ulster County,22,1252,335,7773
2020-04-28,Warren County,2,152,12,1268
2020-04-28,Washington County,3,134,19,947
2020-04-28,Wayne County,0,70,45,1185
2020-04-28,Westchester County,381,28626,1843,90987
2020-04-28,Wyoming County,2,65,26,551
2020-04-28,Yates County,0,17,8,252
2020-04-27,Albany County,30,1009,197,9520
2020-04-27,Allegany County,0,35,14,499
2020-04-27,Bronx County,438,35994,2107,84316
2020-04-27,Broome County,5,266,60,2160
2020-04-27,Cattaraugus County,0,45,15,748
2020-04-27,Cayuga County,0,48,20,898
2020-04-27,Chautauqua County,0,30,26,1057
2020-04-27,Chemung County,5,113,64,1383
2020-04-27,Chenango County,0,95,10,746
2020-04-27,Clinton County,0,59,15,685
2020-04-27,Columbia County,8,154,33,1204
2020-04-27,Cortland County,0,28,7,1064
2020-04-27,Delaware County,1,59,16,691
2020-04-27,Dutchess County,24,2817,223,13649
2020-04-27,Erie County,68,3089,586,14503
2020-04-27,Essex County,2,26,16,322
2020-04-27,Franklin County,0,14,13,343
2020-04-27,Fulton County,4,66,16,737
2020-04-27,Genesee County,1,149,28,948
2020-04-27,Greene County,1,112,20,1041
2020-04-27,Hamilton County,0,3,1,36
2020-04-27,Herkimer County,0,58,14,736
2020-04-27,Jefferson County,0,60,15,1454
2020-04-27,Kings County,573,43587,2940,103673
2020-04-27,Lewis County,0,9,6,296
2020-04-27,Livingston County,3,65,24,955
2020-04-27,Madison County,2,126,26,1156
2020-04-27,Monroe County,40,1371,543,13016
2020-04-27,Montgomery County,2,49,19,666
2020-04-27,Nassau County,220,35085,1499,90267
2020-04-27,New York County,215,21312,1650,62043
2020-04-27,Niagara County,8,386,89,2260
2020-04-27,Oneida County,14,411,132,3157
2020-04-27,Onondaga County,16,742,268,9938
2020-04-27,Ontario County,4,90,50,1473
2020-04-27,Orange County,136,8374,645,25740
2020-04-27,Orleans County,0,80,8,567
2020-04-27,Oswego County,2,63,40,1508
2020-04-27,Otsego County,3,65,33,1167
2020-04-27,Putnam County,7,932,82,3769
2020-04-27,Queens County,530,49929,2628,112427
2020-04-27,Rensselaer County,4,250,39,3075
2020-04-27,Richmond County,93,11516,567,31710
2020-04-27,Rockland County,87,11453,537,29374
2020-04-27,Saratoga County,7,343,116,4719
2020-04-27,Schenectady County,12,469,119,3744
2020-04-27,Schoharie County,3,38,19,571
2020-04-27,Schuyler County,0,7,8,390
2020-04-27,Seneca County,0,38,9,438
2020-04-27,St. Lawrence County,1,170,19,1465
2020-04-27,Steuben County,1,210,58,1869
2020-04-27,Suffolk County,254,32724,1429,86499
2020-04-27,Sullivan County,21,769,77,3527
2020-04-27,Tioga County,11,82,86,747
2020-04-27,Tompkins County,0,126,13,3373
2020-04-27,Ulster County,11,1230,94,7438
2020-04-27,Warren County,3,150,25,1256
2020-04-27,Washington County,1,131,13,928
2020-04-27,Wayne County,1,70,53,1140
2020-04-27,Westchester County,238,28245,1408,89144
2020-04-27,Wyoming County,0,63,9,525
2020-04-27,Yates County,0,17,3,244
2020-04-26,Albany County,31,979,263,9323
2020-04-26,Allegany County,0,35,9,485
2020-04-26,Bronx County,586,35556,2363,82209
2020-04-26,Broome County,4,261,69,2100
2020-04-26,Cattaraugus County,0,45,21,733
2020-04-26,Cayuga County,1,48,20,878
2020-04-26,Chautauqua County,1,30,101,1031
2020-04-26,Chemung County,2,108,20,1319
2020-04-26,Chenango County,2,95,23,736
2020-04-26,Clinton County,2,59,30,670
2020-04-26,Columbia County,3,146,22,1171
2020-04-26,Cortland County,0,28,16,1057
2020-04-26,Delaware County,0,58,21,675
2020-04-26,Dutchess County,64,2793,389,13426
2020-04-26,Erie County,67,3021,508,13917
2020-04-26,Essex County,0,24,27,306
2020-04-26,Franklin County,0,14,17,330
2020-04-26,Fulton County,0,62,9,721
2020-04-26,Genesee County,4,148,20,920
2020-04-26,Greene County,1,111,25,1021
2020-04-26,Hamilton County,0,3,2,35
2020-04-26,Herkimer County,1,58,26,722
2020-04-26,Jefferson County,0,60,52,1439
2020-04-26,Kings County,527,43014,2684,100733
2020-04-26,Lewis County,0,9,14,290
2020-04-26,Livingston County,2,62,15,931
2020-04-26,Madison County,1,124,16,1130
2020-04-26,Monroe County,15,1331,234,12473
2020-04-26,Montgomery County,0,47,9,647
2020-04-26,Nassau County,343,34865,1871,88768
2020-04-26,New York County,324,21097,2007,60393
2020-04-26,Niagara County,10,378,95,2171
2020-04-26,Oneida County,13,397,128,3025
2020-04-26,Onondaga County,34,726,256,9670
2020-04-26,Ontario County,2,86,40,1423
2020-04-26,Orange County,132,8238,587,25095
2020-04-26,Orleans County,0,80,14,559
2020-04-26,Oswego County,0,61,33,1468
2020-04-26,Otsego County,2,62,38,1134
2020-04-26,Putnam County,21,925,127,3687
2020-04-26,Queens County,654,49399,2829,109799
2020-04-26,Rensselaer County,4,246,83,3036
2020-04-26,Richmond County,140,11423,658,31143
2020-04-26,Rockland County,110,11366,565,28837
2020-04-26,Saratoga County,6,336,114,4603
2020-04-26,Schenectady County,8,457,96,3625
2020-04-26,Schoharie County,0,35,15,552
2020-04-26,Schuyler County,0,7,9,382
2020-04-26,Seneca County,0,38,12,429
2020-04-26,St. Lawrence County,2,169,27,1446
2020-04-26,Steuben County,2,209,10,1811
2020-04-26,Suffolk County,411,32470,1826,85070
2020-04-26,Sullivan County,24,748,120,3450
2020-04-26,Tioga County,0,71,8,661
2020-04-26,Tompkins County,0,126,47,3360
2020-04-26,Ulster County,29,1219,198,7344
2020-04-26,Warren County,12,147,60,1231
2020-04-26,Washington County,3,130,37,915
2020-04-26,Wayne County,4,69,28,1087
2020-04-26,Westchester County,343,28007,1764,87736
2020-04-26,Wyoming County,4,63,15,516
2020-04-26,Yates County,0,17,3,241
2020-04-25,Albany County,49,948,402,9060
2020-04-25,Allegany County,0,35,12,476
2020-04-25,Bronx County,787,34970,2967,79846
2020-04-25,Broome County,6,257,105,2031
2020-04-25,Cattaraugus County,0,45,24,712
2020-04-25,Cayuga County,0,47,19,858
2020-04-25,Chautauqua County,2,29,56,930
2020-04-25,Chemung County,3,106,17,1299
2020-04-25,Chenango County,2,93,19,713
2020-04-25,Clinton County,3,57,28,640
2020-04-25,Columbia County,3,143,27,1149
2020-04-25,Cortland County,0,28,26,1041
2020-04-25,Delaware County,0,58,35,654
2020-04-25,Dutchess County,69,2729,485,13037
2020-04-25,Erie County,181,2954,795,13409
2020-04-25,Essex County,0,24,15,279
2020-04-25,Franklin County,0,14,3,313
2020-04-25,Fulton County,1,62,29,712
2020-04-25,Genesee County,3,144,37,900
2020-04-25,Greene County,3,110,36,996
2020-04-25,Hamilton County,0,3,1,33
2020-04-25,Herkimer County,1,57,31,696
2020-04-25,Jefferson County,1,60,27,1387
2020-04-25,Kings County,827,42487,3685,98049
2020-04-25,Lewis County,0,9,12,276
2020-04-25,Livingston County,2,60,61,916
2020-04-25,Madison County,2,123,22,1114
2020-04-25,Monroe County,31,1316,341,12239
2020-04-25,Montgomery County,1,47,35,638
2020-04-25,Nassau County,724,34522,3334,86897
2020-04-25,New York County,493,20773,2354,58386
2020-04-25,Niagara County,24,368,142,2076
2020-04-25,Oneida County,20,384,112,2897
2020-04-25,Onondaga County,28,692,280,9414
2020-04-25,Ontario County,2,84,34,1383
2020-04-25,Orange County,133,8106,643,24508
2020-04-25,Orleans County,5,80,28,545
2020-04-25,Oswego County,4,61,67,1435
2020-04-25,Otsego County,0,60,43,1096
2020-04-25,Putnam County,19,904,112,3560
2020-04-25,Queens County,884,48745,3676,106970
2020-04-25,Rensselaer County,21,242,151,2953
2020-04-25,Richmond County,154,11283,882,30485
2020-04-25,Rockland County,165,11256,677,28272
2020-04-25,Saratoga County,10,330,217,4489
2020-04-25,Schenectady County,18,449,186,3529
2020-04-25,Schoharie County,2,35,29,537
2020-04-25,Schuyler County,0,7,10,373
2020-04-25,Seneca County,2,38,11,417
2020-04-25,St. Lawrence County,11,167,36,1419
2020-04-25,Steuben County,3,207,35,1801
2020-04-25,Suffolk County,691,32059,2830,83244
2020-04-25,Sullivan County,35,724,160,3330
2020-04-25,Tioga County,0,71,8,653
2020-04-25,Tompkins County,0,126,44,3313
2020-04-25,Ulster County,24,1190,207,7146
2020-04-25,Warren County,3,135,61,1171
2020-04-25,Washington County,14,127,51,878
2020-04-25,Wayne County,0,65,36,1059
2020-04-25,Westchester County,433,27664,1951,85972
2020-04-25,Wyoming County,2,59,19,501
2020-04-25,Yates County,1,17,4,238
2020-04-24,Albany County,94,899,626,8658
2020-04-24,Allegany County,4,35,61,464
2020-04-24,Bronx County,1482,34183,4800,76879
2020-04-24,Broome County,19,251,212,1926
2020-04-24,Cattaraugus County,6,45,102,688
2020-04-24,Cayuga County,8,47,191,839
2020-04-24,Chautauqua County,0,27,97,874
2020-04-24,Chemung County,24,103,228,1282
2020-04-24,Chenango County,7,91,144,694
2020-04-24,Clinton County,1,54,39,612
2020-04-24,Columbia County,11,140,105,1122
2020-04-24,Cortland County,3,28,109,1015
